"$61,250 ","Beaumont Unified School District / 50,547"
"$61,163 ","Santa Rosa High School District / 211,800"
"$60,994 ","South Whittier Elementary School District / 28,863"
"$60,921 ","Shaffer Union Elementary School District / 9,994"
"$60,800 ","Live Oak Elementary School District / 22,593"
"$60,729 ","Riverside Unified School District / 250,974"
"$60,710 ","Grossmont Union High School District / 466,270"
"$60,625 ",Panoche Elementary School District / 134
"$60,625 ","Tehachapi Unified School District / 34,595"
"$60,622 ","La Habra City Elementary School District / 51,618"
"$60,486 ","Coast Unified School District / 7,176"
"$60,468 ","Pajaro Valley Joint Unified School District / 116,358"
"$60,427 ","Sonoma Valley Unified School District / 42,427"
"$60,417 ",Silver Fork Elementary School District / 126
"$60,388 ","Bassett Unified School District / 26,107"
"$60,383 ","Manteca Unified School District / 120,724"
"$60,298 ","Healdsburg Unified School District / 15,104"
"$60,263 ","Raymond-Knowles Union Elementary School District / 1,229"
"$60,263 ","Yosemite Unified School District in Raymond-Knowles / 1,229"
"$60,195 ","Kit Carson Union Elementary School District / 2,801"
"$60,109 ","Whittier City Elementary School District / 69,244"
"$60,093 ","Two Rock Union Elementary School District / 1,813"
"$60,000 ",Knights Ferry Elementary School District / 553
"$59,988 ","Lucia Mar Unified School District / 77,333"
"$59,925 ","Sylvan Union Elementary School District / 73,983"
"$59,808 ","Lassen Union High School District / 26,730"
"$59,741 ","Romoland Elementary School District / 26,855"
"$59,583 ",Maple Creek Elementary School District / 36
"$59,550 ","Central Unified School District / 73,264"
"$59,522 ","Sebastopol Union Elementary School District / 12,316"
"$59,458 ","Columbia Elementary School District / 9,631"
"$59,379 ","Monterey Peninsula Unified School District / 90,626"
"$59,188 ","Island Union Elementary School District / 1,398"
"$59,176 ","Downey Unified School District / 121,885"
"$59,146 ","Buellton Union Elementary School District / 5,507"
"$59,101 ","Nevada City Elementary School District / 15,471"
"$58,960 ","Franklin-McKinley Elementary School District / 90,120"
"$58,939 ","Horicon Elementary School District / 1,328"
"$58,803 ","Menifee Union Elementary School District / 83,734"
"$58,796 ","Hueneme Elementary School District / 55,490"
"$58,754 ","San Lorenzo Unified School District / 79,982"
"$58,750 ","Clear Creek Elementary School District / 1,804"
"$58,611 ",Coffee Creek Elementary School District / 146
"$58,611 ",Trinity Alps Unified School District in Coffee Creek / 146
"$58,588 ","Cotati-Rohnert Park Unified School District / 52,058"
"$58,558 ",Montgomery Elementary School District / 807
"$58,487 ","Garden Grove Unified School District / 280,562"
"$58,326 ","Mountain Empire Unified School District / 10,652"
"$58,245 ","Vallejo City Unified School District / 120,853"
"$58,169 ","San Marcos Unified School District / 119,125"
"$58,056 ","Cloverdale Unified School District / 10,634"
"$58,001 ","Yucaipa-Calimesa Joint Unified School District / 60,586"
"$57,917 ",Name N/A / 212
"$57,917 ",Mountain House Elementary School District / 212
"$57,902 ","Savanna Elementary School District / 30,611"
"$57,805 ","Anaheim Union High School District / 393,069"
"$57,778 ","Butteville Union Elementary School District / 1,720"
"$57,656 ","River Delta Joint Unified School District / 15,056"
"$57,634 ","Sequoia Union Elementary School District / 1,993"
"$57,634 ","Name N/A / 1,993"
"$57,467 ","Oakdale Joint Unified School District / 29,488"
"$57,335 ","Middletown Unified School District / 9,865"
"$57,312 ","Alum Rock Union Elementary School District / 111,398"
"$57,188 ","Winters Joint Unified School District / 9,392"
"$57,142 ","Fallbrook Union High School District / 80,574"
"$57,139 ","Sweetwater Union High School District / 475,328"
"$57,054 ","Kingsburg Joint Union Elementary School District / 15,387"
"$57,031 ","Round Valley Joint Elementary School District / 1,361"
"$57,031 ","Name N/A / 1,361"
"$56,970 ","Mother Lode Union Elementary School District / 16,464"
"$56,926 ","Snowline Joint Unified School District / 37,760"
"$56,911 ","El Rancho Unified School District / 61,415"
"$56,875 ",Delphic Elementary School District / 81
"$56,875 ",Maple Elementary School District / 631
"$56,827 ","Evergreen Union Elementary School District / 9,834"
"$56,750 ","Hickman Elementary School District / 1,030"
"$56,700 ","Ready Springs Union Elementary School District / 5,563"
"$56,611 ","Azusa Unified School District / 68,134"
"$56,563 ","Camino Union Elementary School District / 4,119"
"$56,557 ","Aromas-San Juan Unified School District / 4,154"
"$56,554 ","Center Joint Unified School District / 28,098"
"$56,551 ","Burton Elementary School District / 16,899"
"$56,523 ","Southern Kern Unified School District / 19,800"
"$56,419 ","Hydesville Elementary School District / 1,381"
"$56,409 ","Lodi Unified School District / 169,048"
"$56,346 ","Geyserville Unified School District / 1,762"
"$56,318 ","Jurupa Unified School District / 97,621"
"$56,288 ","Santa Maria Joint Union High School District / 144,755"
"$56,250 ","Big Pine Unified School District / 1,735"
"$56,187 ","Davis Joint Unified School District / 75,668"
"$56,172 ","Mark Twain Union Elementary School District / 9,928"
"$56,158 ","Santa Rita Union Elementary School District / 24,238"
"$56,111 ","Pacheco Union Elementary School District / 8,849"
"$56,051 ","Rim of the World Unified School District / 26,147"
"$56,000 ",Desert Center Unified School District / 431
"$55,992 ","Glendale Unified School District / 217,882"
"$55,951 ","Name N/A / 3,149"
"$55,951 ","Briggs Elementary School District / 3,149"
"$55,916 ","Kingsburg Joint Union High School District / 18,469"
"$55,893 ","Reeds Creek Elementary School District / 1,409"
"$55,874 ","Westminster Elementary School District / 86,034"
"$55,848 ","Escalon Unified School District / 14,793"
"$55,775 ","Sanger Unified School District / 50,298"
"$55,769 ","Woodland Joint Unified School District / 62,584"
"$55,750 ",La Grange Elementary School District / 195
"$55,714 ","Capay Joint Union Elementary School District / 1,046"
"$55,693 ","Fillmore Unified School District / 19,646"
"$55,670 ","Long Beach Unified School District / 517,243"
"$55,568 ","Auburn Union Elementary School District / 35,333"
"$55,540 ","Williams Unified School District / 5,977"
"$55,411 ","Forestville Union Elementary School District / 7,143"
"$55,391 ","Valle Lindo Elementary School District / 6,532"
"$55,373 ","Lompoc Unified School District / 58,564"
"$55,371 ","Pittsburg Unified School District / 57,097"
"$55,295 ","Los Nietos Elementary School District / 16,470"
"$55,107 ","Alvord Unified School District / 111,564"
"$55,066 ","Hughson Unified School District / 9,728"
"$54,990 ","Bellflower Unified School District / 83,462"
"$54,958 ","Bret Harte Union High School District / 19,135"
"$54,949 ","Vista Unified School District / 148,293"
"$54,930 ","Calaveras Unified School District / 25,786"
"$54,888 ","Pollock Pines Elementary School District / 8,439"
"$54,864 ","Anaheim Elementary School District / 199,329"
"$54,844 ",Bradley Union Elementary School District / 838
"$54,821 ","Nuview Union Elementary School District / 10,327"
"$54,782 ","Ocean View Elementary School District / 17,485"
"$54,750 ",Whitmore Union Elementary School District / 846
"$54,671 ","Vallecitos Elementary School District / 1,996"
"$54,637 ","Curtis Creek Elementary School District / 9,364"
"$54,583 ",Meridian Elementary School District / 686
"$54,523 ","Val Verde Unified School District / 87,285"
"$54,514 ","Cinnabar Elementary School District / 2,441"
"$54,417 ","San Juan Unified School District / 327,851"
"$54,375 ",Flournoy Union Elementary School District / 293
"$54,375 ","Washington Colony Elementary School District / 2,631"
"$54,317 ","Lincoln Unified School District / 47,549"
"$54,271 ","Cayucos Elementary School District / 2,628"
"$54,141 ","Nevada Joint Union High School District / 81,741"
"$54,100 ","Alhambra Unified School District / 117,800"
"$54,023 ","Salinas Union High School District / 173,987"
"$54,007 ","Santa Rosa Elementary School District / 71,625"
